Company Name,Career Page URL,Sector,Category
Persefoni,https://www.persefoni.com/careers,Carbon Removal & Capture,climate
Normative,https://normative.io/careers,Carbon Removal & Capture,climate
Sweep,https://www.sweep.net/careers,Carbon Removal & Capture,climate
Emitwise,https://www.emitwise.com/careers,Carbon Removal & Capture,climate
Zellar,https://zellar.com/careers,Carbon Removal & Capture,climate
Plan A,https://plana.earth/careers,Carbon Removal & Capture,climate
Sugi,https://sugiapp.com/careers,Carbon Removal & Capture,climate
Treeapp,https://www.thetreeapp.org/careers,Carbon Removal & Capture,climate
Earthly,https://earthly.org/careers,Carbon Removal & Capture,climate
Unwritten,https://www.unwritten.earth/careers,Other Impact,climate
Tondo,https://tondo.earth/careers,Other Impact,climate
Dendra Systems,https://www.dendra.io/careers,Carbon Removal & Capture,climate
Space Intelligence,https://www.space-intelligence.com/careers,Carbon Removal & Capture,climate
Vizzuality,https://www.vizzuality.com/careers,Other Impact,climate
Global Canopy,https://globalcanopy.org/careers,Carbon Removal & Capture,climate
Soil Association,https://www.soilassociation.org/careers,Food Systems & Waste,climate
Sustain,https://www.sustainweb.org/jobs,Food Systems & Waste,climate
Kamma,https://kamma.com/careers,Other Impact,climate
Switchee,https://www.switchee.co.uk/careers,Renewable Energy,climate
Snugg,https://www.snugg.me/careers,Renewable Energy,climate
Parity Projects,https://parityprojects.com/careers,Renewable Energy,climate
BuildPass,https://buildpass.co.uk/careers,Other Impact,climate
Enhabit,https://www.enhabit.co.uk/careers,Renewable Energy,climate
WaterAid,https://www.wateraid.org/uk/about-us/jobs,Water Tech,climate
BlueTech Research,https://www.bluetechresearch.com/careers,Water Tech,climate
Pani Energy,https://www.pani.global/careers,Water Tech,climate
Zemo Partnership,https://www.zemo.org.uk/careers,Electric Transport,climate
Liftshare,https://liftshare.com/uk/careers,Electric Transport,climate
Wejo,https://www.wejo.com/careers,Electric Transport,climate
Amber Electric,https://www.amber.com.au/careers,Renewable Energy,climate
Brighte,https://brighte.com.au/careers,Renewable Energy,climate
SunDrive Solar,https://sundrivesolar.com/careers,Renewable Energy,climate
Xefco,https://xefco.com.au/careers,Alt Materials & Packaging,climate
JET Charge,https://jetcharge.com.au/careers,Electric Transport,climate
MGA Thermal,https://mgathermal.com/careers,Energy Storage & Grid,climate
Hysata,https://hysata.com/careers,Green Hydrogen,climate
Endua,https://endua.com.au/careers,Green Hydrogen,climate
Hazer Group,https://hazergroup.com.au/careers,Green Hydrogen,climate
Climate Salad,https://climatesalad.com/careers,Other Impact,climate
Trace,https://www.trace.org.au/careers,Carbon Removal & Capture,climate
AgriWebb,https://www.agriwebb.com/careers,Food Systems & Waste,climate
Farmwall,https://farmwall.com.au/careers,Food Systems & Waste,climate
Pollinate Energy,https://pollinateenergy.org/careers,Renewable Energy,climate
Allbirds NZ,https://www.allbirds.com/pages/careers,Circular Economy,climate
LanzaTech NZ,https://www.lanzatech.com/careers,Carbon Removal & Capture,climate
Ecostore,https://www.ecostore.com/careers,Circular Economy,climate
Zespri,https://careers.zespri.com,Food Systems & Waste,climate
BioLumic,https://www.biolumic.com/careers,Food Systems & Waste,climate
Carbonscape,https://carbonscape.com/careers,Carbon Removal & Capture,climate
Mushroom Material NZ,https://www.mushroommaterial.co.nz/careers,Alt Materials & Packaging,climate
Nilo NZ,https://www.nilo.co.nz/careers,Other Impact,climate
Cetogenix,https://cetogenix.com/careers,Food Systems & Waste,climate
Agrimetrics,https://www.agrimetrics.co.uk/careers,Food Systems & Waste,climate
Hummingbird Technologies,https://hummingbirdtech.com/careers,Food Systems & Waste,climate
Muddy Machines,https://www.muddymachines.com/careers,Food Systems & Waste,climate
Intelligent Growth Solutions,https://www.intelligentgrowthsolutions.com/careers/current-vacancies,Food Systems & Waste,climate
Hectare Agritech,https://hectare.farm/careers,Food Systems & Waste,climate
Phytoform Labs,https://www.phytoformlabs.com/careers,Food Systems & Waste,climate
Tropic Biosciences,https://www.tropicbiosciences.com/careers,Food Systems & Waste,climate
Sero,https://www.sero.life/careers,Renewable Energy,climate
Aico,https://www.aico.co.uk/careers,Renewable Energy,climate
Warmworks,https://www.warmworks.co.uk/careers,Renewable Energy,climate
Green Building Store,https://www.greenbuildingstore.co.uk/careers,Renewable Energy,climate
Energiesprong UK,https://energiesprong.uk/careers,Renewable Energy,climate
Verv,https://www.verv.energy/careers,Renewable Energy,climate
Open Energy Market,https://www.openenergymarket.com/careers,Renewable Energy,climate
Equilibrium Energy,https://equilibriumenergy.co.uk/careers,Renewable Energy,climate
HIVED,https://hivedhq.teamtailor.com/jobs,Electric Transport,climate
Packfleet,https://www.packfleet.com/careers,Electric Transport,climate
Zencargo,https://www.zencargo.com/careers,Other Impact,climate
Beacon,https://www.beacon.io/careers,Other Impact,climate
Hubbub,https://www.hubbub.org.uk/jobs,Other Impact,climate
Neighbourly,https://www.neighbourly.com/careers,Food Systems & Waste,climate
Commonplace,https://www.commonplace.is/careers,Other Impact,climate
Streetbees,https://www.streetbees.com/careers,Other Impact,climate
Good Energy,https://www.goodenergy.co.uk/careers,Renewable Energy,climate
Social Value Portal,https://socialvalueportal.com/careers,Other Impact,climate
Ethical Consumer,https://www.ethicalconsumer.org/about-us/jobs,Other Impact,climate
Ponda,https://www.ponda.earth/careers,Alt Materials & Packaging,climate
KAFFE BUENO,https://kaffebueno.com/careers,Alt Materials & Packaging,climate
Seabound,https://www.seabound.co/careers,Ocean & Blue Economy,climate
Cauldron,https://www.cauldronfood.co.uk/careers,Food Systems & Waste,climate
Goterra,https://goterra.au/careers/,Food Systems & Waste,climate
Loam Bio,https://www.loambio.com/careers/,Carbon Removal & Capture,climate
Rumin8,https://www.rumin8.com/careers,Food Systems & Waste,climate
Sea Forest,https://www.seaforest.com.au/careers,Food Systems & Waste,climate
Wide Open Agriculture,https://www.wideopenagriculture.com.au/careers,Food Systems & Waste,climate
Nourish Ingredients,https://www.nourishingredients.com/careers,Food Systems & Waste,climate
v2food,https://v2food.com/careers,Food Systems & Waste,climate
All G Foods,https://allgfoods.com/careers,Food Systems & Waste,climate
Onya,https://onyalife.com/pages/careers,Circular Economy,climate
Hero Packaging,https://www.heropackaging.com.au/pages/careers,Alt Materials & Packaging,climate
Ekistica,https://www.ekistica.com.au/careers,Renewable Energy,climate
Zen Energy,https://www.zenenergy.com.au/careers,Renewable Energy,climate
Evergen,https://www.evergen.com.au/careers,Renewable Energy,climate
Wattwatchers,https://wattwatchers.com.au/careers,Renewable Energy,climate
PowerPal,https://www.powerpal.app/careers,Renewable Energy,climate
ENGIE Australia,https://www.engie.com.au/careers,Renewable Energy,climate
Genex Power,https://www.genexpower.com.au/careers,Renewable Energy,climate
Energy Renaissance,https://energyrenaissance.com.au/careers,Energy Storage & Grid,climate
Greening Australia,https://www.greeningaustralia.org.au/careers,Carbon Removal & Capture,climate
Livestock Improvement Corporation,https://www.lic.co.nz/careers,Food Systems & Waste,climate
AgriZeroNZ,https://www.agrizero.nz/careers,Food Systems & Waste,climate
Soul Machines,https://www.soulmachines.com/careers,Other Impact,climate
Invert Robotics,https://www.invertrobotics.com/careers,Other Impact,climate
CropX,https://cropx.com/careers,Food Systems & Waste,climate
Figured,https://figured.com/careers,Food Systems & Waste,climate
Oritain,https://www.oritain.com/careers,Other Impact,climate
Earthcare NZ,https://www.earthcare.co.nz/careers,Carbon Removal & Capture,climate
Living Earth,https://www.livingearth.co.nz/careers,Carbon Removal & Capture,climate
Ngai Tahu Farming,https://www.ngaitahufarming.co.nz/careers,Food Systems & Waste,climate
